#agitated,score=1.42991541495012
#roar,score=1.42991541495012
responded,score=0.0753697521448089
apt,score=0.0753697521448089
teammates,score=0.0753697521448089
makeup,score=0.0753697521448089
damon,score=0.0753697521448089
omggg,score=0.0753697521448089
beta,score=0.0753697521448089
12am,score=0.0753697521448089
60%,score=0.0753697521448089
nuclear,score=0.0753697521448089
towel,score=0.0753697521448089
#too,score=0.0753697521448089
bottled,score=0.0753697521448089
lyk,score=0.0753697521448089
counselor,score=0.0753697521448089
paste,score=0.0753697521448089
single,score=0.0742214942789456
you,score=0.0738868706658704
pick,score=0.0735933273660204
gna,score=0.0734740169799098
rabbit,score=0.0734740169799098
drown,score=0.0734740169799098
red,score=0.0733630230289661
#typical,score=0.0728914361303418
ones,score=0.0722528665045558
barca,score=0.0717919307969249
blaming,score=0.0717919307969249
polite,score=0.0717919307969249
#letsgo,score=0.0717919307969249
#sosad,score=0.0717919307969249
ow,score=0.0717919307969249
permanently,score=0.0717919307969249
partners,score=0.0717919307969249
hen,score=0.0717919307969249
2%,score=0.0717919307969249
#bible,score=0.0717919307969249
favorites,score=0.0717919307969249
stale,score=0.0717919307969249
bud,score=0.0707720428961793
el,score=0.0707720428961793
thanks,score=0.0703338274836287
takin,score=0.0702893009123898
persons,score=0.0702893009123898
drop,score=0.070066575494787
bars,score=0.0698234262242527
now,score=0.0697920101271379
same,score=0.0694467338416868
chased,score=0.0689388618145185
pimple,score=0.0689388618145185
overnight,score=0.0689388618145185
quietly,score=0.0689388618145185
robot,score=0.0689388618145185
lush,score=0.0689388618145185
ds,score=0.0689388618145185
hayes,score=0.0689388618145185
#comeon,score=0.0689388618145185
accidently,score=0.0689388618145185
approve,score=0.0689388618145185
colder,score=0.0689388618145185
gawd,score=0.0689388618145185
restaurants,score=0.0689388618145185
cracker,score=0.0689388618145185
storage,score=0.0689388618145185
satan,score=0.0689388618145185
warn,score=0.0689388618145185
passionate,score=0.0689388618145185
strikes,score=0.0689388618145185
putting,score=0.0688228458041788
em,score=0.0685504368727539
determined,score=0.067718605409289
treadmill,score=0.067718605409289
ceiling,score=0.0673375804475447
muffin,score=0.0666105720549272
permit,score=0.0666105720549272
derek,score=0.0666105720549272
#wrong,score=0.0666105720549272
slice,score=0.0666105720549272
#notfun,score=0.0666105720549272
hid,score=0.0666105720549272
#justsaying,score=0.0666105720549272
hamster,score=0.0666105720549272
even,score=0.0655570162068168
character,score=0.065035148334045
who,score=0.0649693156937594
tonights,score=0.0646744630280609
writers,score=0.0646744630280609
offering,score=0.0646744630280609
grows,score=0.0646744630280609
20,score=0.0646113297220643
sheets,score=0.0640995851737691
over,score=0.0639519732772659
electric,score=0.063823761147748
understands,score=0.063823761147748
word,score=0.0634555287672969
disagree,score=0.0630391396873302
programme,score=0.0630391396873302
height,score=0.0630391396873302
crowded,score=0.0630391396873302
themselves,score=0.0628098344810971
do,score=0.0619867122767299
climb,score=0.0616395593329069
nuggets,score=0.0616395593329069
projects,score=0.0616395593329069
forces,score=0.0616395593329069
compare,score=0.0610127965420978
missing,score=0.0607154871895286
rec,score=0.0604281721466099
nominated,score=0.0604281721466099
sacked,score=0.0604281721466099
hes,score=0.060150355781439
make,score=0.0595124211668631
fishing,score=0.0593694107983676
brains,score=0.0593694107983676
esp,score=0.0593694107983676
pierced,score=0.0593694107983676
sees,score=0.0588885259610171
down,score=0.0587801894677632
brandon,score=0.0584361396153691
programmes,score=0.0584361396153691
roads,score=0.05787307653743
eats,score=0.05787307653743
stressful,score=0.0576072958049684
hallway,score=0.0576072958049684
tights,score=0.0576072958049684
convince,score=0.0576072958049684
later,score=0.057561418984224
pain,score=0.057547363528423
flight,score=0.0574780884916547
access,score=0.0572267058860071
chairs,score=0.0568662805802492
buck,score=0.0568662805802492
havnt,score=0.0561998360370888
yourselves,score=0.0561998360370888
speaker,score=0.0561998360370888
monster,score=0.0555972448769443
#regret,score=0.0545501243624189
belief,score=0.0545501243624189
orders,score=0.0545501243624189
coke,score=0.054092353697524
mate,score=0.0539304234890898
im,score=0.0535170063853211
re,score=0.0534255707239168
throws,score=0.0532829647419655
realise,score=0.0531905048463793
skinny,score=0.0527535373935011
#stressed,score=0.0526545389278965
hour,score=0.0516376828033193
eachother,score=0.0514642312912544
pound,score=0.0510011611278511
anymore,score=0.0509722263612803
ordered,score=0.0504625856469452
cereal,score=0.0502217378615807
personal,score=0.0489543998055912
extremely,score=0.0483049031426549
deserve,score=0.0481768703660893
30,score=0.0481357341847552
stay,score=0.047645204129954
my,score=0.0475546014067158
using,score=0.0473593759408357
gone,score=0.045278055037858
nobody,score=0.0446854498860152
29,score=0.0436210538302285
hats,score=0.0436210538302285
jo,score=0.0436210538302285
ot,score=0.0436210538302285
conditions,score=0.0436210538302285
#torture,score=0.0436210538302285
announcements,score=0.0436210538302285
tonsils,score=0.0436210538302285
danger,score=0.0436210538302285
cardio,score=0.0436210538302285
flash,score=0.0436210538302285
devices,score=0.0436210538302285
phoenix,score=0.0436210538302285
vote,score=0.0436210538302285
marc,score=0.0436210538302285
dish,score=0.0436210538302285
licks,score=0.0436210538302285
roommates,score=0.0436210538302285
conversations,score=0.0436210538302285
erased,score=0.0436210538302285
enjoys,score=0.0436210538302285
killin,score=0.0436210538302285
yous,score=0.0436210538302285
caf,score=0.0436210538302285
lego,score=0.0436210538302285
youve,score=0.0436210538302285
unlucky,score=0.0436210538302285
pooh,score=0.0436210538302285
darren,score=0.0436210538302285
lo,score=0.0436210538302285
chair,score=0.0436210538302285
stoned,score=0.0436210538302285
#relationships,score=0.0436210538302285
booking,score=0.0436210538302285
penny,score=0.0436210538302285
#5,score=0.0436210538302285
bras,score=0.0436210538302285
tmw,score=0.0436210538302285
#test,score=0.0436210538302285
timed,score=0.0436210538302285
folder,score=0.0436210538302285
waaaay,score=0.0436210538302285
tops,score=0.0436210538302285
shotgun,score=0.0436210538302285
swollen,score=0.0436210538302285
cleared,score=0.0436210538302285
rode,score=0.0436210538302285
400,score=0.0436210538302285
gps,score=0.0436210538302285
impression,score=0.0436210538302285
habit,score=0.0436210538302285
label,score=0.0436210538302285
strings,score=0.0436210538302285
thumb,score=0.0436210538302285
untill,score=0.0436210538302285
user,score=0.0436210538302285
ash,score=0.0436210538302285
laid,score=0.0436210538302285
dragging,score=0.0436210538302285
love/hate,score=0.0436210538302285
olympics,score=0.0436210538302285
uncomfortable,score=0.0436210538302285
10k,score=0.0436210538302285
proverbs,score=0.0436210538302285
wipes,score=0.0436210538302285
patch,score=0.0436210538302285
mic,score=0.0436210538302285
jewelry,score=0.0436210538302285
#film,score=0.0436210538302285
#getting,score=0.0436210538302285
pointed,score=0.0436210538302285
#black,score=0.0436210538302285
consistently,score=0.0436210538302285
board,score=0.0436210538302285
figures,score=0.0436210538302285
dictionary,score=0.0436210538302285
#3,score=0.0436210538302285
responses,score=0.0436210538302285
creme,score=0.0436210538302285
helpless,score=0.0436210538302285
telephone,score=0.0436210538302285
reid,score=0.0436210538302285
bleh,score=0.0436210538302285
theaters,score=0.0436210538302285
rogers,score=0.0436210538302285
opener,score=0.0436210538302285
downside,score=0.0436210538302285
maturity,score=0.0436210538302285
closing,score=0.0436210538302285
attract,score=0.0436210538302285
yolo,score=0.0436210538302285
trace,score=0.0436210538302285
rope,score=0.0436210538302285
topshop,score=0.0436210538302285
dilemma,score=0.0436210538302285
chemical,score=0.0436210538302285
types,score=0.0436210538302285
bones,score=0.0436210538302285
ins,score=0.0436210538302285
impress,score=0.0436210538302285
encourage,score=0.0436210538302285
kik,score=0.0436210538302285
deny,score=0.0436210538302285
murphy,score=0.0436210538302285
luckily,score=0.0436210538302285
emerson,score=0.0436210538302285
rite,score=0.0436210538302285
warren,score=0.0436210538302285
mindset,score=0.0436210538302285
mount,score=0.0436210538302285
stalk,score=0.0436210538302285
mothers,score=0.0436210538302285
fragile,score=0.0436210538302285
appalled,score=0.0436210538302285
cheddar,score=0.0436210538302285
downhill,score=0.0436210538302285
bum,score=0.0436210538302285
thread,score=0.0436210538302285
pills,score=0.0436210538302285
maria,score=0.0436210538302285
nicer,score=0.0436210538302285
75%,score=0.0436210538302285
ginger,score=0.0436210538302285
mumbai,score=0.0436210538302285
vice,score=0.0436210538302285
bullet,score=0.0436210538302285
peanuts,score=0.0436210538302285
gators,score=0.0436210538302285
stroke,score=0.0436210538302285
iv,score=0.0436210538302285
battling,score=0.0436210538302285
insanely,score=0.0436210538302285
swore,score=0.0436210538302285
54,score=0.0436210538302285
noises,score=0.0436210538302285
touch,score=0.0418620384250491
lying,score=0.041504650923851
cat,score=0.0408368292938236
repeat,score=0.0403795599060576
move,score=0.0400862321927355
following,score=0.0400559876657323
ill,score=0.0399818504376894
seem,score=0.0399150582359109
ten,score=0.039691775690339
slept,score=0.0394973366463664
find,score=0.0391838901886489
awful,score=0.0387310685360368
weren,score=0.0383716979440849
skin,score=0.0383160016005353
working,score=0.0381340716139694
sick,score=0.0378453649086604
towards,score=0.0376150297700167
iron,score=0.0375420077538464
body,score=0.0375420077538464
dropped,score=0.0369469467425354
random,score=0.0368870216488845
swift,score=0.0368260106973998
aye,score=0.0365035860613646
your,score=0.0364828690454429
express,score=0.0359581810846595
sports,score=0.0359188334681363
ground,score=0.0355888821329642
gas,score=0.0355019293917244
boss,score=0.0352293961939801
00,score=0.035182185184364
leeds,score=0.035037310138837
messy,score=0.0347321064129825
ghetto,score=0.0344043987253045
no,score=0.0342862281303646
nose,score=0.0339279246245688
anybody,score=0.0338010076492532
#work,score=0.0336707229770604
control,score=0.0335562672140878
online,score=0.0335369347636024
rings,score=0.033258266794682
treating,score=0.032810137726013
television,score=0.032810137726013
walk,score=0.0322129445162668
simple,score=0.0319250140670373
impressed,score=0.0317865961832256
promises,score=0.0317865961832256
bass,score=0.0317865961832256
attacked,score=0.0317865961832256
windows,score=0.0314009424954533
pillow,score=0.0314009424954533
#gay,score=0.0311985338316714
needa,score=0.0311985338316714
minaj,score=0.0311985338316714
cases,score=0.0311985338316714
nor,score=0.0311985338316714
otherwise,score=0.0311985338316714
blank,score=0.0311985338316714
dollar,score=0.030198033498088
begging,score=0.0298277316978927
microwave,score=0.0298277316978927
downton,score=0.0298277316978927
williams,score=0.0298277316978927
pics,score=0.029493674571018
fine,score=0.0294729078642017
cheating,score=0.0290222544090758
uhm,score=0.0290222544090758
stepping,score=0.0290222544090758
some,score=0.0289719336139966
favor,score=0.0285831764656879
nike,score=0.0281168672942633
taxes,score=0.0281168672942633
lion,score=0.0276207124837874
emotional,score=0.0274481945846276
sweets,score=0.0270917518790181
perfectly,score=0.0268702434054133
gum,score=0.0266427172958107
freezer,score=0.0259214767308276
avoiding,score=0.0259214767308276
office,score=0.0258315122667302
snow,score=0.0256672502136328
somewhere,score=0.0251967865041701
insecure,score=0.024572858859534
tryin,score=0.024572858859534
swansea,score=0.024572858859534
youu,score=0.024572858859534
bleach,score=0.024572858859534
transfer,score=0.024572858859534
terrible,score=0.0243469212173618
it,score=0.0242805552124263
hardcore,score=0.0238184265340488
play,score=0.023671110695321
washed,score=0.0235534907794192
penalty,score=0.0230017666274929
dun,score=0.0230017666274929
lmaoo,score=0.0230017666274929
dew,score=0.0230017666274929
stat,score=0.0230017666274929
van,score=0.0224188461796256
consider,score=0.0224188461796256
horrible,score=0.0219282292189688
wear,score=0.0217197898771277
roof,score=0.0216421471114534
saved,score=0.0216421471114534
hat,score=0.0215451021310287
bleeding,score=0.0211481979781699
ou,score=0.0211481979781699
teams,score=0.0211481979781699
upside,score=0.0211481979781699
collect,score=0.0211481979781699
10x,score=0.0211481979781699
entertain,score=0.0211481979781699
belt,score=0.0211481979781699
brighton,score=0.0211481979781699
fridays,score=0.0211481979781699
smoothie,score=0.0211481979781699
so,score=0.020152606941589
gf,score=0.0200905564200344
security,score=0.0200905564200344
royal,score=0.0200905564200344
getting,score=0.0198920206208961
skype,score=0.0197155329766742
#tears,score=0.0196061776263547
tv,score=0.0195449912219545
took,score=0.0192720248199421
icy,score=0.0189284412398571
kool,score=0.0189284412398571
district,score=0.0189284412398571
wayyy,score=0.0189284412398571
individuals,score=0.0189284412398571
affects,score=0.0189284412398571
tix,score=0.0189284412398571
maintain,score=0.0189284412398571
hallways,score=0.0189284412398571
salad,score=0.0189284412398571
supermarket,score=0.0189284412398571
sales,score=0.0189284412398571
zach,score=0.0189284412398571
snowman,score=0.0189284412398571
worked,score=0.0180877518250638
learn,score=0.0180365131295898
radio,score=0.0179420394125369
editing,score=0.0176455674269679
material,score=0.0176455674269679
include,score=0.0176455674269679
chatting,score=0.017187796762073
sent,score=0.017187796762073
or,score=0.0170777312729959
2pm,score=0.0162220796421141
defending,score=0.0162220796421141
carl,score=0.0162220796421141
neat,score=0.0162220796421141
marking,score=0.0162220796421141
des,score=0.0162220796421141
involved,score=0.0162220796421141
stunt,score=0.0162220796421141
kindly,score=0.0162220796421141
claim,score=0.0162220796421141
threatening,score=0.0162220796421141
hunting,score=0.0162220796421141
everton,score=0.0162220796421141
whites,score=0.0162220796421141
goat,score=0.0162220796421141
round,score=0.0160542239975739
b4,score=0.0154501768635323
defo,score=0.015183118509695
injured,score=0.015183118509695
#killme,score=0.0146335169569763
sam,score=0.0146335169569763
derby,score=0.0146335169569763
gpa,score=0.0146335169569763
pot,score=0.0142934387357086
ur,score=0.0133094120388722
liking,score=0.0132645913496346
survey,score=0.0128493951634748
dancers,score=0.0128493951634748
fills,score=0.0128493951634748
sheer,score=0.0128493951634748
25%,score=0.0128493951634748
berry,score=0.0128493951634748
generally,score=0.0128493951634748
groups,score=0.0128493951634748
tucked,score=0.0128493951634748
happend,score=0.0128493951634748
kitten,score=0.0128493951634748
choked,score=0.0128493951634748
#stressing,score=0.0128493951634748
payday,score=0.0128493951634748
designer,score=0.0128493951634748
firm,score=0.0128493951634748
blinking,score=0.0128493951634748
dwn,score=0.0128493951634748
offices,score=0.0128493951634748
thrilled,score=0.0128493951634748
overload,score=0.0128493951634748
fur,score=0.0128493951634748
either,score=0.0123288600416281
further,score=0.0118723555156482
purchase,score=0.0115327392787281
frozen,score=0.0112557693281969
changing,score=0.0109958265141519
ne,score=0.0108312310072376
short,score=0.0107285035943372
orange,score=0.010634554833922
beyond,score=0.0106147573620586
hella,score=0.0103954062019082
fm,score=0.010098361791585
toe,score=0.0098829141983784
other,score=0.00982061950131415
okay,score=0.00962502438037333
care,score=0.00905432419492332
foreign,score=0.00852973401895843
feedback,score=0.00852973401895843
vomiting,score=0.00852973401895843
eight,score=0.00852973401895843
#badass,score=0.00852973401895843
indians,score=0.00852973401895843
wraps,score=0.00852973401895843
abusing,score=0.00852973401895843
blackout,score=0.00852973401895843
submit,score=0.00852973401895843
temporary,score=0.00852973401895843
extended,score=0.00852973401895843
shawn,score=0.00852973401895843
carrying,score=0.00852973401895843
chart,score=0.00852973401895843
earned,score=0.00852973401895843
3pm,score=0.00852973401895843
hairspray,score=0.00852973401895843
#freak,score=0.00852973401895843
available,score=0.00852973401895843
ahahaha,score=0.00852973401895843
centered,score=0.00852973401895843
andre,score=0.00852973401895843
adjust,score=0.00852973401895843
#arsenal,score=0.00852973401895843
fell,score=0.00852973401895843
comparing,score=0.00852973401895843
vest,score=0.00852973401895843
foundation,score=0.00852973401895843
tweeting,score=0.00807611641081728
bug,score=0.00781160113351766
group,score=0.00772344492065144
booked,score=0.00768904460416531
physically,score=0.00706345809643099
earn,score=0.0068070807075123
adding,score=0.0068070807075123
absolutely,score=0.00677642419836655
garbage,score=0.00644205058847458
tape,score=0.00644205058847458
finger,score=0.00609861450713894
tbh,score=0.00588072584738149
thoroughly,score=0.00588072584738149
confused,score=0.00588072584738149
toothpaste,score=0.00588072584738149
hut,score=0.00588072584738149
diamonds,score=0.00588072584738149
#smh,score=0.00588072584738149
pause,score=0.00588072584738149
return,score=0.00546928786585236
sweating,score=0.00490654164953822
scoring,score=0.00490654164953822
these,score=0.00460132550326955
trying,score=0.00443895742503576
pasta,score=0.00440034067694719
open,score=0.00413590533929007
debate,score=0.00409021507359319
anyone,score=0.0040784161508349
games,score=0.00397622248298816
back,score=0.00366654196757593
enough,score=0.00356858608900203
mild,score=0.00279905930997343
#pandora,score=0.00279905930997343
assassins,score=0.00279905930997343
pinch,score=0.00279905930997343
#afc,score=0.00279905930997343
elsewhere,score=0.00279905930997343
suprise,score=0.00279905930997343
bp,score=0.00279905930997343
#nhl,score=0.00279905930997343
loner,score=0.00279905930997343
bruce,score=0.00279905930997343
dodgy,score=0.00279905930997343
skinned,score=0.00279905930997343
#yeah,score=0.00279905930997343
#latenight,score=0.00279905930997343
#nowords,score=0.00279905930997343
alway,score=0.00279905930997343
fl,score=0.00279905930997343
massively,score=0.00279905930997343
bid,score=0.00279905930997343
invitation,score=0.00279905930997343
attitudes,score=0.00279905930997343
nothings,score=0.00279905930997343
warmth,score=0.00279905930997343
reaching,score=0.00279905930997343
$4,score=0.00279905930997343
alyssa,score=0.00279905930997343
belongs,score=0.00279905930997343
retail,score=0.00279905930997343
drenched,score=0.00279905930997343
360,score=0.00279905930997343
capital,score=0.00279905930997343
oil,score=0.00279905930997343
urs,score=0.00279905930997343
girlfriends,score=0.00279905930997343
nick,score=0.00279905930997343
cw,score=0.00279905930997343
#ahhhhh,score=0.00279905930997343
#is,score=0.00279905930997343
suffered,score=0.00279905930997343
wander,score=0.00279905930997343
#heart,score=0.00279905930997343
nbc,score=0.00279905930997343
issue,score=0.00212132292347581
voice,score=0.00192987194538649
bare,score=0.00165685473119634
per,score=0.00165685473119634
yours,score=0.00142069933985215
chances,score=0.00142069933985215
serious,score=0.00106143941143265
thirty,score=0.00106143941143265
longer,score=0.001014937516472
away,score=0.000807406639839096
prime,score=0.000448881965019764
basket,score=0.000448881965019764
younger,score=0.000448881965019764
coverage,score=0.000448881965019764
den,score=0.000448881965019764
meetings,score=0.000448881965019764
prices,score=0.000448881965019764
